Station Name,mean_duration,std_duration,median_duration,p95_duration,p99_duration,total_duration,n
CHAKSU,1.0,0.0,1.0,1.0,1.0,2.0,2
CHAKULIA,1.352941,0.597081,1.0,2.0,2.0,46.0,34
CHAKUR,1.0,0.0,1.0,1.0,1.0,4.0,4
CHALAKUDI,1.021277,0.145865,1.0,1.0,1.54,48.0,47
CHALALA,1.0,0.0,1.0,1.0,1.0,6.0,6
CHALAMA,1.0,0.0,1.0,1.0,1.0,8.0,8
CHALGERI,1.0,0.0,1.0,1.0,1.0,12.0,12
CHALISGAON J,1.9375,1.118629,2.0,4.3,5.0,93.0,48
CHALKHOWA,2.0,0.0,2.0,2.0,2.0,8.0,4
CHALLAKERE,1.0,0.0,1.0,1.0,1.0,6.0,6
CHALLAVARIPA,1.0,0.0,1.0,1.0,1.0,2.0,2
CHALSA,1.0,0.0,1.0,1.0,1.0,8.0,8
CHALTHAN,1.714286,0.48795,2.0,2.0,2.0,12.0,7
CHAMAGRAM,1.0,0.0,1.0,1.0,1.0,8.0,8
CHAMARAJ,1.25,0.5,1.0,1.85,1.97,5.0,4
CHAMARAJAPUR,1.083333,0.288675,1.0,1.45,1.89,13.0,12
CHAMARDIGHI,1.0,0.0,1.0,1.0,1.0,12.0,12
CHAMPA JN.,3.694444,1.700364,5.0,5.0,7.16,266.0,72
CHAMPAHATI,0.983333,0.129099,1.0,1.0,1.0,59.0,60
CHAMPAJHARAN,1.0,0.0,1.0,1.0,1.0,2.0,2
CHAMPANER RO,1.1,0.316228,1.0,1.55,1.91,11.0,10
CHAMPAPUKUR,1.022727,0.150756,1.0,1.0,1.57,45.0,44
CHAMPION,1.0,0.0,1.0,1.0,1.0,22.0,22
CHAMRAJANAGA,0.0,0.0,0.0,0.0,0.0,0.0,10
CHAMROLA,1.0,0.0,1.0,1.0,1.0,6.0,6
CHAMRUA,2.0,0.0,2.0,2.0,2.0,4.0,2
CHAMUA F,2.0,0.0,2.0,2.0,2.0,18.0,9
CHAMUNDA MAR,1.0,0.0,1.0,1.0,1.0,11.0,11
CHANAKYAPURI,1.0,0.0,1.0,1.0,1.0,10.0,10
CHANASMA JN.,1.0,0.0,1.0,1.0,1.0,4.0,4
CHANCHAI,1.0,0.0,1.0,1.0,1.0,36.0,36
CHANCHELAV,1.0,0.0,1.0,1.0,1.0,8.0,8
CHAND BHAN,1.357143,0.497245,1.0,2.0,2.0,19.0,14
CHAND KHIRA,1.0,0.0,1.0,1.0,1.0,4.0,4
CHANDAFORT,10.583333,20.8739,3.5,46.6,67.72,127.0,12
CHANDAGIRI K,1.0,0.0,1.0,1.0,1.0,7.0,7
CHANDAN,1.0,0.0,1.0,1.0,1.0,2.0,2
CHANDAN NAGA,1.040462,0.249613,1.0,1.0,2.28,180.0,173
CHANDANAGAR,1.0,0.0,1.0,1.0,1.0,108.0,108
CHANDANATTOP,1.0,0.0,1.0,1.0,1.0,10.0,10
CHANDANPAHAR,1.0,0.0,1.0,1.0,1.0,6.0,6
CHANDANPUR,67.703125,237.641365,1.0,693.05,1004.16,4333.0,64
CHANDAR,1.0,0.0,1.0,1.0,1.0,6.0,6
CHANDARI,1.0,0.0,1.0,1.0,1.0,5.0,5
CHANDAULI MA,1.1875,0.403113,1.0,2.0,2.0,19.0,16
CHANDAUNA HA,1.0,0.0,1.0,1.0,1.0,2.0,2
CHANDAUSI JN,80.285714,298.560799,5.0,250.0,1389.75,3372.0,42
CHANDAWAL,1.0,0.0,1.0,1.0,1.0,4.0,4
CHANDER NAGA,1.0,0.0,1.0,1.0,1.0,41.0,41
CHANDERA HAL,1.0,0.0,1.0,1.0,1.0,4.0,4
CHANDERIYA J,3.941176,6.823403,2.0,11.6,26.32,67.0,17
CHANDI MANDI,1.6,0.516398,2.0,2.0,2.0,16.0,10
CHANDIA ROAD,1.666667,0.685994,2.0,2.0,2.0,30.0,18
CHANDIGARH,42.0,199.469836,1.0,48.75,1025.25,2772.0,66
CHANDIL JN.,2.540541,1.215515,2.0,5.0,5.0,94.0,37
CHANDIPOSHI,1.0,0.0,1.0,1.0,1.0,2.0,2
CHANDISAR,2.0,0.0,2.0,2.0,2.0,8.0,4
CHANDKHEDA R,1.0,0.0,1.0,1.0,1.0,6.0,6
CHANDLODIYA,1.947368,0.229416,2.0,2.0,2.0,37.0,19
CHANDLODIYA(,2.0,0.0,2.0,2.0,2.0,16.0,8
CHANDNI,1.25,0.5,1.0,1.85,1.97,5.0,4
CHANDOK,1.75,0.452267,2.0,2.0,2.0,21.0,12
CHANDPARA,1.030769,0.174036,1.0,1.0,2.0,67.0,65
CHANDPUR SIA,2.75,1.356801,2.0,5.0,5.0,33.0,12
CHANDRAGIRI,1.5,1.286019,1.0,4.35,4.87,21.0,14
CHANDRAKONA,1.333333,0.479463,1.0,2.0,2.0,40.0,30
CHANDRANATHP,1.0,0.0,1.0,1.0,1.0,2.0,2
CHANDRAPUR (,2.182927,0.833378,2.0,3.0,3.0,179.0,82
CHANDRAPURA,2.232143,1.04431,2.0,5.0,5.0,125.0,56
CHANDRESAL,1.0,0.0,1.0,1.0,1.0,3.0,3
CHANDSARA HA,1.166667,0.408248,1.0,1.75,1.95,7.0,6
CHANDUR,3.111111,6.729119,2.0,6.2,25.24,56.0,18
CHANDUR BAZA,2.2,1.135292,2.0,4.1,4.82,22.0,10
CHANERA,2.0,0.0,2.0,2.0,2.0,28.0,14
CHANGANACHER,1.320755,0.995636,1.0,2.0,6.0,70.0,53
CHANGRABANDH,10.0,0.0,10.0,10.0,10.0,20.0,2
CHANGSARI,1.142857,0.363137,1.0,2.0,2.0,16.0,14
CHANNA PATNA,1.064516,0.442379,1.0,2.0,2.0,33.0,31
CHANNANI,1.0,0.0,1.0,1.0,1.0,2.0,2
CHANNASANDRA,1.25,0.5,1.0,1.85,1.97,5.0,4
CHANOL,1.5,0.57735,1.5,2.0,2.0,6.0,4
CHANPATIA,2.0,0.0,2.0,2.0,2.0,44.0,22
CHAPAGURI,1.0,0.0,1.0,1.0,1.0,4.0,4
CHAPARMUKH J,3.02439,1.440274,2.0,5.0,5.0,124.0,41
CHAPPI,1.9,0.316228,2.0,2.0,2.0,19.0,10
CHAPRAKATA,1.0,0.0,1.0,1.0,1.0,8.0,8
CHAPRAWAT HA,1.0,0.0,1.0,1.0,1.0,8.0,8
CHAR BATIA,1.0,0.0,1.0,1.0,1.0,6.0,6
CHARALI,1.75,0.5,2.0,2.0,2.0,7.0,4
CHARAMULA KU,1.5,0.57735,1.5,2.0,2.0,6.0,4
CHARAUD,1.1,0.316228,1.0,1.55,1.91,11.0,10
CHARBHUJA RO,1.5,0.57735,1.5,2.0,2.0,6.0,4
CHARDUAR,1.0,0.0,1.0,1.0,1.0,2.0,2
CHAREWAN HAL,1.0,0.0,1.0,1.0,1.0,9.0,9
CHARGOLA,1.0,0.0,1.0,1.0,1.0,10.0,10
CHARHI,1.0,0.0,1.0,1.0,1.0,4.0,4
CHARKEDA KHU,1.75,0.5,2.0,2.0,2.0,7.0,4
CHARKHARI RO,1.25,0.5,1.0,1.85,1.97,5.0,4
CHARKHEDA,1.5,0.57735,1.5,2.0,2.0,6.0,4
CHARKHI DADR,1.95,0.223607,2.0,2.0,2.0,39.0,20
CHARLAPALLI,1.172414,0.384426,1.0,2.0,2.0,34.0,29
CHARMAL,2.0,0.0,2.0,2.0,2.0,4.0,2
CHARPOKHARI,1.0,0.0,1.0,1.0,1.0,8.0,8
CHARTRAPUR C,1.0,0.0,1.0,1.0,1.0,10.0,10
CHAS ROAD PH,1.0,0.0,1.0,1.0,1.0,14.0,14
CHATA,1.55,0.510418,2.0,2.0,2.0,31.0,20
CHATAUD,1.0,0.0,1.0,1.0,1.0,6.0,6
CHATENI,2.0,0.0,2.0,2.0,2.0,8.0,4
CHATRA,1.0,0.0,1.0,1.0,1.0,19.0,19
CHATRAPPATTI,1.0,0.0,1.0,1.0,1.0,6.0,6
CHATRAPUR,1.816327,0.634871,2.0,2.0,3.56,89.0,49
CHATTAR HAT,1.0,0.0,1.0,1.0,1.0,2.0,2
CHAU MAHLA,1.85,0.875094,2.0,2.15,4.43,37.0,20
CHAUBE,1.5,0.547723,1.5,2.0,2.0,9.0,6
CHAUBEPUR,1.428571,0.534522,1.0,2.0,2.0,10.0,7
CHAUBISI,1.0,0.0,1.0,1.0,1.0,6.0,6
CHAUDHURIBAN,1.5,0.57735,1.5,2.0,2.0,6.0,4
CHAUHANI,2.0,0.0,2.0,2.0,2.0,4.0,2
CHAUK,1.5,0.707107,1.5,1.95,1.99,3.0,2
CHAUKHANDI,1.111111,0.333333,1.0,1.6,1.92,10.0,9
CHAUKI MAN,1.3,0.483046,1.0,2.0,2.0,13.0,10
CHAUNRAH,2.0,0.0,2.0,2.0,2.0,8.0,4
CHAUNTRA BHA,1.25,0.5,1.0,1.85,1.97,5.0,4
CHAUPALE,1.5,0.707107,1.5,1.95,1.99,3.0,2
CHAURA BH,1.222222,0.427793,1.0,2.0,2.0,22.0,18
CHAURADANO,2.0,0.0,2.0,2.0,2.0,16.0,8
CHAURAKHERI,1.0,0.0,1.0,1.0,1.0,3.0,3
CHAURE BAZAR,1.0,0.0,1.0,1.0,1.0,4.0,4
CHAURI CHAUR,1.904762,0.436436,2.0,2.0,2.8,40.0,21
CHAUSA,1.636364,0.726731,2.0,2.0,3.58,36.0,22
CHAUTARA,1.0,0.0,1.0,1.0,1.0,8.0,8
CHAVADIPALAY,1.0,0.0,1.0,1.0,1.0,6.0,6
CHAVAJ (BLOC,1.1,0.316228,1.0,1.55,1.91,11.0,10
CHAVALKHEDE,2.25,0.5,2.0,2.85,2.97,9.0,4
CHAWAPAIL,1.285714,0.48795,1.0,2.0,2.0,9.0,7
CHAYGAON,1.0,0.0,1.0,1.0,1.0,8.0,8
CHEBROL,1.166667,0.57735,1.0,1.9,2.78,14.0,12
CHEDHABANNI,1.0,0.0,1.0,1.0,1.0,8.0,8
CHEEKATEEGAL,1.0,0.0,1.0,1.0,1.0,10.0,10
CHEGRO,1.0,0.0,1.0,1.0,1.0,4.0,4
CHEGUNTA,1.0,0.0,1.0,1.0,1.0,4.0,4
CHEMANCHERI,1.0,0.0,1.0,1.0,1.0,8.0,8
CHEMBUR,547.5,2.12132,547.5,548.85,548.97,1095.0,2
CHENGALPATTU,1.46063,3.421108,0.0,5.0,10.0,371.0,254
CHENGANNUR,2.342593,1.103622,2.0,5.0,5.0,253.0,108
CHENGEL,1.019417,0.197066,1.0,1.0,1.0,105.0,103
CHENNAI BEAC,3.271003,54.158366,0.0,5.0,11.89,2414.0,738
CHENNAI CENT,27.083333,132.938333,0.0,30.0,634.3,5200.0,192
CHENNAI CHET,1.0,0.0,1.0,1.0,1.0,169.0,169
CHENNAI EGMO,8.92233,65.618143,1.0,20.0,196.0,2757.0,309
CHENNAI FORT,1.0,0.0,1.0,1.0,1.0,169.0,169
CHENNAI PARK,1.0,0.0,1.0,1.0,1.0,169.0,169
CHENNRAYAPAT,1.0,0.0,1.0,1.0,1.0,8.0,8
CHEPPAD,1.0,0.0,1.0,1.0,1.0,10.0,10
CHERAGRAM BH,1.0,0.0,1.0,1.0,1.0,7.0,7
CHERANMAHADE,1.0,0.0,1.0,1.0,1.0,8.0,8
CHERIYANAD,1.0,0.0,1.0,1.0,1.0,16.0,16
CHERUKARA HA,1.0,0.0,1.0,1.0,1.0,14.0,14
CHERUKUVADA,1.0,0.0,1.0,1.0,1.0,6.0,6
CHERUVU MADH,1.0,0.0,1.0,1.0,1.0,6.0,6
CHERVATTUR,1.391304,0.656376,1.0,2.0,2.0,32.0,23
CHETAR,1.0,0.0,1.0,1.0,1.0,8.0,8
CHETTINAD,1.071429,0.267261,1.0,1.35,1.87,15.0,14
CHETTIYAPATT,1.0,0.0,1.0,1.0,1.0,2.0,2
CHHABRAGUGOR,2.363636,1.361817,2.0,5.0,5.0,26.0,11
CHHADA,1.5,0.534522,1.5,2.0,2.0,12.0,8
CHHAJAWA,1.75,0.5,2.0,2.0,2.0,7.0,4
CHHALESAR,1.0,0.0,1.0,1.0,1.0,6.0,6
CHHAN ARORIA,1.5,0.534522,1.5,2.0,2.0,12.0,8
CHHANDRAULI,1.0,0.0,1.0,1.0,1.0,6.0,6
CHHANSARA,2.0,0.0,2.0,2.0,2.0,4.0,2
CHHANUA,1.0,0.0,1.0,1.0,1.0,2.0,2
CHHAPRA JN.,26.012903,124.867982,10.0,20.0,602.1,4032.0,155
CHHAPRA KACH,1.444444,0.855585,2.0,2.0,2.0,26.0,18
CHHARODI,2.0,0.0,2.0,2.0,2.0,14.0,7
CHHARRA,1.0,0.0,1.0,1.0,1.0,24.0,24
CHHATA-ASCHA,1.0,0.0,1.0,1.0,1.0,6.0,6
CHHATARIPUT,1.0,0.0,1.0,1.0,1.0,2.0,2
CHHATNA,1.111111,0.320256,1.0,2.0,2.0,30.0,27
CHHATRAPATI,93.714286,318.256609,0.0,926.5,1256.7,3280.0,35
CHHAYAPURI,1.0,0.0,1.0,1.0,1.0,7.0,7
CHHEHARTA,1.5,0.57735,1.5,2.0,2.0,6.0,4
CHHEOKI,6.654545,7.321248,5.0,28.6,30.0,366.0,55
CHHINA,1.833333,0.389249,2.0,2.0,2.0,22.0,12
CHHINTANWALA,1.666667,0.516398,2.0,2.0,2.0,10.0,6
CHHINWARA JN,120.5,254.104637,0.0,603.75,612.75,1205.0,10
CHHIPADOHAR,1.416667,0.514929,1.0,2.0,2.0,17.0,12
CHHIT MAKAND,1.0,0.0,1.0,1.0,1.0,10.0,10
CHHOTA AMBAN,1.0,0.0,1.0,1.0,1.0,16.0,16
CHHOTA UDEPU,0.0,0.0,0.0,0.0,0.0,0.0,8
CHHOTAKI MAS,1.0,,1.0,1.0,1.0,1.0,1
CHHOTI KHATU,1.8125,0.403113,2.0,2.0,2.0,29.0,16
CHHOTI ODAI,1.0,0.0,1.0,1.0,1.0,8.0,8
CHHUCHHAPURA,1.0,0.0,1.0,1.0,1.0,8.0,8
CHHULHA,1.9,0.316228,2.0,2.0,2.0,19.0,10
CHIANKI,1.166667,0.389249,1.0,2.0,2.0,14.0,12
CHICHAKI,1.666667,0.516398,2.0,2.0,2.0,10.0,6
CHICHOLI,1.0,0.0,1.0,1.0,1.0,8.0,8
CHICHOLIBUZU,1.0,0.0,1.0,1.0,1.0,8.0,8
CHICHONDA,1.25,0.5,1.0,1.85,1.97,5.0,4
CHIDAMBARAM,1.657143,0.764771,2.0,2.0,3.98,58.0,35
CHIGICHERIA,1.5,1.414214,1.0,3.6,4.72,12.0,8
CHIHERU,1.416667,0.514929,1.0,2.0,2.0,17.0,12
CHIKALTHAN,1.0,0.0,1.0,1.0,1.0,15.0,15
CHIKASANA,1.0,0.0,1.0,1.0,1.0,12.0,12
CHIKBALLAPUR,1.75,0.5,2.0,2.0,2.0,7.0,4
CHIKBANAVAR,1.066667,0.253708,1.0,1.55,2.0,32.0,30
CHIKHLI,1.0,0.0,1.0,1.0,1.0,2.0,2
CHIKJAJUR JN,1.942857,3.514197,1.0,5.0,14.9,68.0,35
CHIKKADAVADI,1.0,,1.0,1.0,1.0,1.0,1
CHIKMAGALURU,536.25,539.310903,430.0,1161.25,1260.25,2145.0,4
CHIKNI ROAD,1.0,0.0,1.0,1.0,1.0,4.0,4
CHIKODI ROAD,2.0,2.860388,1.0,6.05,10.01,24.0,12
CHIKSUGUR,1.0,0.0,1.0,1.0,1.0,4.0,4
CHILAKALPUDI,1.0,0.0,1.0,1.0,1.0,22.0,22
CHILBILA JN,1.0,0.0,1.0,1.0,1.0,18.0,18
CHILHIA,1.916667,0.288675,2.0,2.0,2.0,23.0,12
CHILIKDARA,1.0,0.0,1.0,1.0,1.0,4.0,4
CHILKA,1.294118,0.469668,1.0,2.0,2.0,22.0,17
CHILKAHAR,2.0,0.0,2.0,2.0,2.0,18.0,9
CHILO,1.0,0.0,1.0,1.0,1.0,4.0,4
CHILUVUR,1.0,0.0,1.0,1.0,1.0,15.0,15
CHIMALPAHAD,1.0,0.0,1.0,1.0,1.0,12.0,12
CHIMIDIPALLI,1.0,0.0,1.0,1.0,1.0,2.0,2
CHINCHLI,1.142857,0.363137,1.0,2.0,2.0,16.0,14
CHINCHPADA,3.0,3.109126,2.0,7.6,9.52,21.0,7
CHINCHVAD,1.171875,0.380254,1.0,2.0,2.0,75.0,64
CHINGAVANAM,1.0,0.0,1.0,1.0,1.0,10.0,10
CHINNADAGUDI,1.0,0.0,1.0,1.0,1.0,8.0,8
CHINNAGANJAM,1.0,0.0,1.0,1.0,1.0,24.0,24
CHINNARAVURU,1.0,0.0,1.0,1.0,1.0,14.0,14
CHINNASALEM,1.5,0.522233,1.5,2.0,2.0,18.0,12
CHINNE KUNTA,1.25,0.5,1.0,1.85,1.97,5.0,4
CHINNNABABU,1.25,0.866025,1.0,2.35,3.67,15.0,12
CHINPAI,1.0,0.0,1.0,1.0,1.0,12.0,12
CHINTA KANI,1.0,0.0,1.0,1.0,1.0,8.0,8
CHINTA PARRU,1.0,0.0,1.0,1.0,1.0,5.0,5
CHINTAMANI,1.25,0.5,1.0,1.85,1.97,5.0,4
CHIPLUN,2.745455,2.05677,2.0,6.5,10.0,151.0,55
CHIPURUPALLE,1.75,0.442326,2.0,2.0,2.0,42.0,24
CHIRAI,2.0,0.0,2.0,2.0,2.0,4.0,2
CHIRAILLA PA,1.0,0.0,1.0,1.0,1.0,10.0,10
CHIRAKKAL HA,1.0,0.0,1.0,1.0,1.0,6.0,6
CHIRALA,1.37234,0.486021,1.0,2.0,2.0,129.0,94
CHIRAWA,1.625,0.517549,2.0,2.0,2.0,13.0,8
CHIRAYINKIL,1.0,0.0,1.0,1.0,1.0,22.0,22
CHIRGAON,2.0,0.0,2.0,2.0,2.0,28.0,14
CHIRMIRI,0.0,0.0,0.0,0.0,0.0,0.0,10
CHIT BARAGAO,1.583333,0.514929,2.0,2.0,2.0,19.0,12
CHITAHARA,1.5,0.547723,1.5,2.0,2.0,9.0,6
CHITAL,1.0,0.0,1.0,1.0,1.0,4.0,4
CHITALI,1.666667,0.516398,2.0,2.0,2.0,10.0,6
CHITGIDDA,1.0,0.0,1.0,1.0,1.0,16.0,16
CHITHARI HAL,1.5,0.57735,1.5,2.0,2.0,6.0,4
CHITODA,1.0,,1.0,1.0,1.0,1.0,1
CHITRADURG,1.214286,0.892582,1.5,2.0,2.0,17.0,14
CHITRAKUTDHA,2.380952,1.359272,2.0,5.0,5.0,50.0,21
CHITRAPUR (H,1.0,0.0,1.0,1.0,1.0,4.0,4
CHITRASANI,1.0,0.0,1.0,1.0,1.0,6.0,6
CHITRAWAD,1.0,0.0,1.0,1.0,1.0,6.0,6
CHITROD,2.0,0.0,2.0,2.0,2.0,8.0,4
CHITTA HALT,1.0,0.0,1.0,1.0,1.0,2.0,2
CHITTAPUR,1.25,0.762001,1.0,2.0,4.07,40.0,32
CHITTARANJAN,1.733333,0.746528,2.0,2.55,4.22,156.0,90
CHITTAURGARH,104.046154,339.017765,20.0,1143.0,1426.8,6763.0,65
CHITTERI,1.181818,0.40452,1.0,2.0,2.0,13.0,11
CHITTOOR,1.5,0.57462,2.0,2.0,2.0,81.0,54
CHITYALA,1.0,0.0,1.0,1.0,1.0,11.0,11
CHODIALA,1.7,0.483046,2.0,2.0,2.0,17.0,10
CHOKI SORATH,1.0,0.0,1.0,1.0,1.0,4.0,4
CHOLA,1.142857,0.358569,1.0,2.0,2.0,24.0,21
CHOLANG,1.666667,0.516398,2.0,2.0,2.0,10.0,6
CHONDI,1.0,0.0,1.0,1.0,1.0,6.0,6
CHONGAJAN,1.5,0.57735,1.5,2.0,2.0,6.0,4
CHOPAN,11.081081,10.745486,10.0,30.0,30.0,410.0,37
CHORAL,1.875,0.353553,2.0,2.0,2.0,15.0,8
CHORGHAT PIP,1.0,0.0,1.0,1.0,1.0,5.0,5
CHORGI H,1.0,0.0,1.0,1.0,1.0,5.0,5
CHORVAD,1.0,0.0,1.0,1.0,1.0,11.0,11
CHOTIPADOLI,1.0,,1.0,1.0,1.0,1.0,1
CHOUTH-KA-BA,1.7,0.483046,2.0,2.0,2.0,17.0,10
CHOVVARA,1.0,0.0,1.0,1.0,1.0,12.0,12
CHOWKA GHAT,2.0,0.0,2.0,2.0,2.0,16.0,8
CHOWRIGACHA,1.0,0.0,1.0,1.0,1.0,26.0,26
CHROMEPET,1.0,0.0,1.0,1.0,1.0,168.0,168
CHUCHELA KAL,1.0,0.0,1.0,1.0,1.0,6.0,6
CHUCHURA,1.017544,0.170594,1.0,1.0,1.3,174.0,171
CHUDA,1.0,0.0,1.0,1.0,1.0,12.0,12
CHUDAWA,1.0,0.0,1.0,1.0,1.0,16.0,16
CHUNAR JN.,49.35,210.964397,2.0,51.75,937.3,1974.0,40
CHURAIBARI,1.25,0.5,1.0,1.85,1.97,5.0,4
CHURARU TAKA,1.375,0.517549,1.0,2.0,2.0,11.0,8
CHURCHGATE,179.076923,385.877023,0.0,982.0,1140.4,2328.0,13
CHUREB,2.0,0.0,2.0,2.0,2.0,12.0,6
CHURIWALA,2.0,0.0,2.0,2.0,2.0,8.0,4
CHURK,2.0,0.0,2.0,2.0,2.0,24.0,12
CHURKI,1.25,0.5,1.0,1.85,1.97,5.0,4
CHURU,7.722222,4.123876,10.0,10.0,14.55,278.0,36
CINNAMARA,2.0,0.0,2.0,2.0,2.0,12.0,6
CINTALPALLI,1.0,0.0,1.0,1.0,1.0,12.0,12
CLUTTERBUCKG,1.833333,0.408248,2.0,2.0,2.0,11.0,6
COIMBATORE,20.462366,119.582703,3.0,5.0,828.5,3806.0,186
COIMBATORE N,1.086957,0.288104,1.0,1.9,2.0,25.0,23
COLONELGANJ,2.0,0.0,2.0,2.0,2.0,48.0,24
COOCH BEHAR,1.0,0.0,1.0,1.0,1.0,8.0,8
COONOOR,2.5,4.6291,0.0,10.0,10.0,20.0,8
COOPERS HALT,1.0,0.0,1.0,1.0,1.0,11.0,11
COROMANDEL,1.0,0.0,1.0,1.0,1.0,22.0,22
COSSIMBAZAR,1.0,0.0,1.0,1.0,1.0,27.0,27
CST-MUMBAI,761.793574,409.09552,775.0,1352.0,1423.0,782362.0,1027
CUDDALORE PO,1.714286,2.386026,1.0,7.2,10.0,48.0,28
CUDDAPAH,1.824561,1.103935,2.0,2.2,5.88,104.0,57
CUMBUM,1.055556,0.235702,1.0,1.15,1.83,19.0,18
CUTTACK JN.,7.925926,47.057059,5.0,5.0,25.6,1498.0,189
D Samudraval,1.0,0.0,1.0,1.0,1.0,2.0,2
D.A.V. COLLE,1.333333,0.492366,1.0,2.0,2.0,16.0,12
D.A.V.COLLEG,1.0,0.0,1.0,1.0,1.0,10.0,10
DABHAURA,1.933333,0.258199,2.0,2.0,2.0,29.0,15
DABHOI JN.,1.0,0.0,1.0,1.0,1.0,8.0,8
DABILPUR HAL,1.0,0.0,1.0,1.0,1.0,18.0,18
DABIR PURA,1.0,0.0,1.0,1.0,1.0,101.0,101
DABLA,1.0,0.0,1.0,1.0,1.0,6.0,6
DABLI RATHAN,2.0,0.0,2.0,2.0,2.0,12.0,6
DABOLIM H,1.166667,0.408248,1.0,1.75,1.95,7.0,6
DABPAL,1.0,0.0,1.0,1.0,1.0,2.0,2
DABRA,1.886364,0.321038,2.0,2.0,2.0,83.0,44
DABTARA,2.428571,1.08941,2.0,5.0,5.0,34.0,14
DADAR,104.752508,318.830866,1.0,1078.3,1307.48,62642.0,598
DADHAL INAM,1.0,0.0,1.0,1.0,1.0,2.0,2
DADHAPARA,1.153846,0.375534,1.0,2.0,2.0,15.0,13
DADHDEVI,1.333333,0.5,1.0,2.0,2.0,12.0,9
DADPUR BH,1.25,0.447214,1.0,2.0,2.0,20.0,16
DADRI,1.291667,1.232853,1.0,1.85,5.85,31.0,24
DAGARKHEDI,1.75,0.5,2.0,2.0,2.0,7.0,4
DAGHORA,1.625,0.517549,2.0,2.0,2.0,13.0,8
DAGMAGPUR,1.125,0.353553,1.0,1.65,1.93,9.0,8
DAGORI,1.230769,0.438529,1.0,2.0,2.0,16.0,13
DAGRU,1.5,0.527046,1.5,2.0,2.0,15.0,10
DAHANU ROAD,36.93617,144.203173,1.0,417.2,652.15,3472.0,94
DAHEGAON,1.166667,0.408248,1.0,1.75,1.95,7.0,6
DAHEJ,0.0,0.0,0.0,0.0,0.0,0.0,2
DAHGAON,1.0,0.0,1.0,1.0,1.0,2.0,2
DAHINA-ZAINA,1.4375,0.512348,1.0,2.0,2.0,23.0,16
DAHINSARA,3.0,2.828427,3.0,4.8,4.96,6.0,2
DAHOD,1.636364,0.74559,2.0,2.0,2.0,144.0,88
DAILWARA,2.0,0.0,2.0,2.0,2.0,12.0,6
DAINHAT,1.0,0.0,1.0,1.0,1.0,40.0,40
DAKANIYA TAL,2.05,1.099043,2.0,5.0,5.0,41.0,20
DAKHINESWAR,1.109375,0.314576,1.0,2.0,2.0,71.0,64
DAKOR,0.769231,0.599145,1.0,1.4,1.88,10.0,13
DAKSHIN BARA,1.0,0.0,1.0,1.0,1.0,56.0,56
DAKSHIN DURG,1.0,0.0,1.0,1.0,1.0,56.0,56
DAKSHINBARI,1.0,0.0,1.0,1.0,1.0,6.0,6
DAL CHAPRA F,1.0,0.0,1.0,1.0,1.0,6.0,6
DALADI,1.5,0.534522,1.5,2.0,2.0,12.0,8
DALAJI-KA-KH,1.0,0.0,1.0,1.0,1.0,4.0,4
DALAN,1.066667,0.258199,1.0,1.3,1.86,16.0,15
DALAUDA,1.111111,0.333333,1.0,1.6,1.92,10.0,9
DALBHUMGARH,1.15,0.366348,1.0,2.0,2.0,23.0,20
DALDALI,2.0,0.0,2.0,2.0,2.0,4.0,2
DALELNAGAR,1.4,0.516398,1.0,2.0,2.0,14.0,10
DALGAON,1.5,0.512989,1.5,2.0,2.0,30.0,20
DALHOUSI ROA,1.857143,0.363137,2.0,2.0,2.0,26.0,14
DALIGANJ JN,1.0,0.707107,1.0,2.0,2.0,9.0,9
DALIMGAON,1.0,0.0,1.0,1.0,1.0,8.0,8
DALKOLHA,2.04878,0.312348,2.0,2.0,3.2,84.0,41
DALLI-RAJHAR,1.25,2.31455,0.0,5.0,5.0,10.0,8
DALMAU JN.,2.0,0.960769,2.0,3.05,4.61,28.0,14
DALPAT SINGH,1.4,0.547723,1.0,2.0,2.0,7.0,5
DALPATPUR,1.833333,0.408248,2.0,2.0,2.0,11.0,6
DALSANUR,1.0,0.0,1.0,1.0,1.0,4.0,4
DALSINGH SAR,1.666667,0.476731,2.0,2.0,2.0,75.0,45
DALTONGANJ,4.325,1.268706,5.0,5.0,5.0,173.0,40
DAM DIM,1.0,0.0,1.0,1.0,1.0,8.0,8
DAMALACHERUV,1.0,0.0,1.0,1.0,1.0,4.0,4
DAMAN JODI,2.0,0.0,2.0,2.0,2.0,24.0,12
DAMAY,1.75,0.5,2.0,2.0,2.0,7.0,4
DAMCHARA,1.0,0.0,1.0,1.0,1.0,2.0,2
DAMNAGAR,1.0,0.0,1.0,1.0,1.0,4.0,4
DAMODAR JN.,1.0,0.0,1.0,1.0,1.0,19.0,19
DAMOH,2.352941,1.218816,2.0,5.0,5.0,160.0,68
DAMRUGHUTU,1.0,0.0,1.0,1.0,1.0,4.0,4
DANAPUR,23.921739,135.682495,2.0,10.0,729.9,2751.0,115
DANAULI PHUL,1.142857,0.363137,1.0,2.0,2.0,16.0,14
DANDHERA,1.7,0.483046,2.0,2.0,2.0,17.0,10
DANDI MAL,1.0,0.0,1.0,1.0,1.0,6.0,6
DANDKHORA,1.0,0.0,1.0,1.0,1.0,10.0,10
DANDU GOPALA,1.0,0.0,1.0,1.0,1.0,6.0,6
DANDUPUR,1.166667,0.389249,1.0,2.0,2.0,14.0,12
DANEA,1.333333,0.516398,1.0,2.0,2.0,8.0,6
