customer_id,transaction_id,transaction_date,transaction_amount,payment_mode,transaction_amount_orig,amount_category,transaction_date_parsed,transaction_month,customer_name,city,status,city_original
c027,t0239,2025-03-16,2385.0,cash,2385,Low,2025-03-16,3,Customer_027,Coimbatore,inactive,Coimbatore
c091,t0240,2025-03-11,3068.0,netbanking,3068,Medium,2025-03-11,3,Customer_091,Hyderabad,active,HYDERABAD
c123,t0241,2025-03-22,2409.0,cash,2409,Low,2025-03-22,3,Customer_123,Bengaluru,active,Bengaluru
c118,t0242,2025-01-05,3502.0,cash,3502,Medium,2025-01-05,1,Customer_118,Hyderabad,active,Hyderabad
c052,t0243,2025-01-06,5280.0,wallet,5280,Medium,2025-01-06,1,Customer_052,Mumbai,active,mumbai
c102,t0244,2025-03-11,4350.0,cash,4350,Medium,2025-03-11,3,Customer_102,Bengaluru,active,Bengaluru
c049,t0245,2025-02-06,983.0,upi,983,Low,2025-02-06,2,Customer_049,Bengaluru,active,Bengaluru
c070,t0246,2025-01-16,7359.0,netbanking,7359,Medium,2025-01-16,1,Customer_070,Chennai,active,Chennai
c113,t0247,2025-02-19,3260.0,netbanking,3260,Medium,2025-02-19,2,Customer_113,Kochi,active,Kochi
c128,t0248,2025-02-17,4569.0,cash,4569,Medium,2025-02-17,2,Customer_128,Trivandrum,inactive,Trivandrum
c109,t0249,2025-01-11,3156.0,wallet,3156,Medium,2025-01-11,1,Customer_109,Hyderabad,active,HYDERABAD
c076,t0250,2025-02-11,1511.0,upi,1511,Low,2025-02-11,2,Customer_076,Pune,active,PUNE
c076,t0251,2025-02-09,7181.0,card,7181,Medium,2025-02-09,2,Customer_076,Pune,active,PUNE
c114,t0252,2025-02-14,893.0,upi,893,Low,2025-02-14,2,Customer_114,Bengaluru,active,Bengaluru
c112,t0253,2025-02-05,1139.0,cash,1139,Low,2025-02-05,2,Customer_112,Coimbatore,active,Coimbatore
c104,t0254,2025-02-16,2821.0,cash,2821,Medium,2025-02-16,2,Customer_104,Mumbai,active,MUMBAI
c037,t0255,2025-03-19,770.0,card,770,Low,2025-03-19,3,Customer_037,Trivandrum,active,Trivandrum
c018,t0256,2025-01-31,6201.0,upi,6201,Medium,2025-01-31,1,Customer_018,Hyderabad,active,Hyderabad
c099,t0257,2025-03-14,2713.0,netbanking,2713,Medium,2025-03-14,3,Customer_099,Bengaluru,inactive,Bengaluru
c095,t0258,2025-02-17,1459.0,wallet,1459,Low,2025-02-17,2,Customer_095,Pune,active,Pune
c036,t0259,2025-03-09,6721.0,upi,6721,Medium,2025-03-09,3,Customer_036,Hyderabad,active,Hyderabad
c072,t0260,2025-02-01,624.0,card,624,Low,2025-02-01,2,Customer_072,Bengaluru,inactive,Bengaluru
c128,t0261,2025-03-08,9402.0,cash,9402,High,2025-03-08,3,Customer_128,Trivandrum,inactive,Trivandrum
c068,t0262,2025-02-03,3715.0,wallet,3715,Medium,2025-02-03,2,Customer_068,Kochi,active,Kochi
c074,t0263,2025-03-30,3479.0,cash,3479,Medium,2025-03-30,3,Customer_074,Trivandrum,active,Trivandrum
c035,t0264,2025-01-10,3028.0,netbanking,3028,Medium,2025-01-10,1,Customer_035,Hyderabad,active,Hyderabad
c023,t0265,2025-03-29,5892.0,cash,5892,Medium,2025-03-29,3,Customer_023,Coimbatore,active,Coimbatore
c141,t0266,2025-03-11,5114.0,card,5114,Medium,2025-03-11,3,Customer_141,Trivandrum,active,trivandrm
c045,t0267,2025-02-16,3873.0,cash,3873,Medium,2025-02-16,2,Customer_045,Coimbatore,inactive,Coimbatore
c052,t0268,2025-01-18,8294.0,cash,8294,High,2025-01-18,1,Customer_052,Mumbai,active,mumbai
c093,t0269,2025-03-12,6244.0,netbanking,6244,Medium,2025-03-12,3,Customer_093,Chennai,active,Chennai
c142,t0270,2025-01-17,1612.0,cash,1612,Low,2025-01-17,1,Customer_142,Chennai,active,Chennai
c080,t0271,2025-02-20,8812.0,netbanking,8812,High,2025-02-20,2,Customer_080,Chennai,inactive,Chennai
c105,t0272,2025-03-15,2253.0,upi,2253,Low,2025-03-15,3,Customer_105,Bengaluru,active,bengaluru
c019,t0273,2025-02-27,8676.0,upi,8676,High,2025-02-27,2,Customer_019,Trivandrum,active,Trivandrum
c033,t0274,2025-03-12,9830.0,card,9830,High,2025-03-12,3,Customer_033,Kochi,active,Kochi
c034,t0275,2025-02-25,1107.0,cash,1107,Low,2025-02-25,2,Customer_034,Hyderabad,active,Hyderabad
c133,t0276,2025-01-20,2897.0,card,2897,Medium,2025-01-20,1,Customer_133,Trivandrum,active,Trivandrum
c083,t0277,2025-01-29,8701.0,upi,8701,High,2025-01-29,1,Customer_083,Kochi,active,Kochi
c021,t0278,2025-02-02,9224.0,upi,9224,High,2025-02-02,2,Customer_021,Bengaluru,active,Bengaluru
c033,t0279,2025-03-22,8940.0,cash,8940,High,2025-03-22,3,Customer_033,Kochi,active,Kochi
c129,t0280,2025-03-24,9896.0,wallet,9896,High,2025-03-24,3,Customer_129,Bengaluru,active,Bengaluru
c040,t0281,2025-01-22,5731.0,wallet,5731,Medium,2025-01-22,1,Customer_040,Trivandrum,inactive,Trivandrum
c011,t0282,2025-01-04,944.0,wallet,944,Low,2025-01-04,1,Customer_011,Mumbai,inactive,Mumbai
c068,t0283,2025-03-25,9573.0,netbanking,9573,High,2025-03-25,3,Customer_068,Kochi,active,Kochi
c008,t0284,2025-03-05,9138.0,upi,9138,High,2025-03-05,3,Customer_008,Coimbatore,active,Coimbatore
c078,t0285,2025-03-03,6853.0,upi,6853,Medium,2025-03-03,3,Customer_078,Trivandrum,inactive,Trivandrum
c117,t0286,2025-01-10,2789.0,netbanking,2789,Medium,2025-01-10,1,Customer_117,Hyderabad,active,Hyderabad
c107,t0287,2025-03-03,3542.0,upi,3542,Medium,2025-03-03,3,Customer_107,Hyderabad,active,Hyderabad
c037,t0288,2025-02-10,5858.0,netbanking,5858,Medium,2025-02-10,2,Customer_037,Trivandrum,active,Trivandrum
c034,t0289,2025-02-17,9402.0,cash,9402,High,2025-02-17,2,Customer_034,Hyderabad,active,Hyderabad
c082,t0290,2025-01-31,2207.0,upi,2207,Low,2025-01-31,1,Customer_082,Hyderabad,inactive,Hyderabad
c116,t0291,2025-02-01,1786.0,cash,1786,Low,2025-02-01,2,Customer_116,Trivandrum,active,Trivandrum
c075,t0292,2025-02-19,7050.0,card,7050,Medium,2025-02-19,2,Customer_075,Pune,active,Pune
c041,t0293,2025-02-11,5323.0,card,5323,Medium,2025-02-11,2,Customer_041,Hyderabad,inactive,hyd
c041,t0294,2025-03-05,7848.0,netbanking,7848,High,2025-03-05,3,Customer_041,Hyderabad,inactive,hyd
c079,t0295,2025-03-05,1675.0,netbanking,1675,Low,2025-03-05,3,Customer_079,Trivandrum,active,trivandrm
c130,t0296,2025-02-28,3724.0,wallet,3724,Medium,2025-02-28,2,Customer_130,Coimbatore,active,cmbt
c091,t0297,2025-01-07,4809.0,netbanking,4809,Medium,2025-01-07,1,Customer_091,Hyderabad,active,HYDERABAD
c121,t0298,2025-02-06,333.0,cash,333,Low,2025-02-06,2,Customer_121,Hyderabad,active,Hyderabad
c111,t0299,2025-01-18,6192.0,netbanking,6192,Medium,2025-01-18,1,Customer_111,Coimbatore,active,Coimbatore
c094,t0300,2025-01-06,1038.0,wallet,1038,Low,2025-01-06,1,Customer_094,Chennai,active,Chennai
